id,text
3625,"Wait, we can't do this. Phoebe and"
3626,"I don't wanna know what Monica got me. Y'know? I mean, look, I'm sure she worked really hard at getting you a present, and wanting to surprise me, and you guys are gonna ruin that, and I, look we have to put these back, this is not what Christmas is about."
3627,"Nobody is opening anything ok? Look, I don't know about you guys, but I wanna see the look on Monica's face when I give her my present, and I'm sure she wants to see the look on my face when I get mine. So please, please, can we just, can we put them back?"
3628,Fine! 
3629,That's what you got me?
3630,That's great!
3631,"So you kissed her, so what happened after that?"
3632,So she's just waiting over there for ya?  Opening Credits ?
3633," Oh hey Rachel, sweetheart? You have got to tell the post office that you have moved. Okay? We are still getting all your bills and stuff. "
3634,I'm not your garbage man. I'm your mailman.
3635,A pharmacist. 
3636,You took off your pants and climbed under the sheets!
3637,You made pottery?
3638,"Ahh, just like the apothecary tables of yore..."
3639,"...so then the farmer says, ""That's not a cow and you're not milking it."" "
3640,"Look at us, we're a couple of couples!"
3641,"Yeah all right.  Okay, good night guys."
3642,"And here is the bottle of wine for you to bring over tonight.  You were also going to buy Monica flowers but you couldn't afford it, because you paid dinner last night."
3643,Oh that's too bad.
3644,"That's funny, I saw no phlegm. Commercial Break ?"
3645,Then why-why is she going to a play?!
3646,"Well, why does she not want to hang out with us?!"
3647,So she was just pretending to have a good time last night? She was lying to our faces?!
3648,"And I am not blah, I am a hoot!"
3649,"No, you sh-No you said you made that up!!"
3650,"Eh, they're both good. I generally just go with, Monica's drunk again. "
3651,Okay. 
3652,"Okay, one more time."
3653,Perfect decibel.
3654,Hey.
3655,"Oh nothing, we're just talking. Y'know, blah-blah-blah."
3656,That's totally understandable.
3657,Oh yeah!
3658,"And I'm blah? Listen, the only thing more boring than watching modern dance is having to listen to you talk about it,  ""Oh Chandler, I just lost myself in the moment."""
3659, Y'know I think you can take her.
3660,Did you hear that?
3661,"Yeah, I'm sorry man.  You wanna go watch?"
3662,"Hey so, did uh, did she move out?"
3663,You okay?
3664,That is funny. It was also funny when I made it up.
3665,I made that joke up.
3666,"Yes, I did. I told it to Dan at work, and he said it was the funniest joke he'd ever heard."
3667,"Monica, you remember me telling you that joke, right?"
3668,Seriously?
3669,"Yeah, I guess."
3670," Hey, Joey, Playboy printed my joke."
3671,It's my joke.
3672,"Dude, you have got to turn on Behind the Music. The band Heart is having a really tough time, and I think they may break up."
3673,"Nah, Monica's watching some cooking show. Come on, I don't want to miss when they were skinny."
3674,"What? No, I want to watch this. . Did your cable go out?"
3675,"Joey, why is your cable out?"
3676,"If you need money, will you please-please just let me loan you some money?"
3677,Whoa ho.
3678," All right, you want to see if the joke stealer will let us watch the show at his place?"
3679, Paid your phone bill?
3680,Yeah.
3681,"So, you heard it, you repeated it, so that must mean you wrote it."
3682,And monkeys can't write out prescriptions. 
3683, You are not allowed to laugh at my joke.
3684,"So, you stole my joke, and you stole my money."
3685,"Well, she is going to know that you stole the joke."
3686,Yeah!
3687,Okay . 
3688," He took my joke, he took it."
3689,"You know who else picked Rachel? Ross, and you know what else Ross did? He stole my joke. You know what? I'm going to get a joke journal. Y'know? And document the date and time of every single one of my jokes."
3690,Yeah!
3691,Picking Rachel.
3692,Maybe it's the sound of Ross climbing into my brain and stealing my thoughts.
3693,So is your apron. You're wearing it like a cape.
3694,"I think it's great that you work here. You're going to make a lot of money, and here's your first"
3695,It's my joke. Ross and
3696,It's my joke.
3697,Let's have Monica decide.
3698,Yeah!
3699,"Mon, get out here!"
3700,"Okay, okay. You have to help us decide whose joke this is."
3701,Because you're the only one that can be fair.
3702," Don't try to sway her.   I'm your only chance to have a baby. Okay, let's go."
3703,"Okay, I thought of the joke two months ago at lunch with Steve."
3704,Can I finish my story?!
3705,"So Steve said he had to go to the doctor. And Steve's doctor's name is Doctor Muppy. So I said, 'Doctor Monkey?' And that is how the whole Doctor Monkey thing came up. "
3706,I'm not arguing with that.
3707,Is not.
3708,"Hi, oh hi."
3709," Monica is a self-sufficient, together lady.  Being with her has been like being on a vacation. And what may be perceived as high maintenance is merely attention to detail and--generosity of spirit."
3710, I'm out of words. Should I just say the whole thing again?
3711, You're a little high maintenance.
3712,"I'm sorry. You're not easy-going, but you're passionate, and that's good. And when you get upset about the little things, I think that I'm pretty good about making you feel better about that. And that's good too. So, they can say that you're high maintenance, but it's okay, because I like ... maintaining you."
3713, I'm off the list. 
3714,"Hey, buddy boy, how'd the audition go?"
3715,Hey.
3716,This coming from the man who couldn't split our 80 dollar phone bill in half. 
3717,"Hey, what are you doing here? Shouldn't you be at work?"
3718,I'm so sorry you're sick.
3719,I'm gonna grab you some tissue.
3720,Yes? 
3721,"Oh my God, introduce us!"
3722,Boy did we make friends with the wrong sister! 
3723,"I know, let's rest and drink lots of fluids. "
3724,That would be impossible to resist if you weren't all drippy here. 
3725,"Yeah, I don't you should say that even when you're healthy."
3726,Don't take this personally okay? It's just that I just can't have sex with a sick person.
3727,"That's the thing, see I would like to stay in the pribe of mwha-ah-libe."
3728,"Oh what is it honey, you need some tea? Some soup?  Oh-ohhhh!"
3729,"Oh Jeez honey, I thought, I thought you were asleep."
3730,I was asleep.  Oh no! No-no honey! Y'know what's sexy? Layers. Layers are sexy. And blankets are sexy. And oh! Hot water bottles are sexy.
3731,Would you please get some rest!
3732,Really? Struck down in the pribe of libe!
3733,"No-no-no-no-no-no-no, you are not getting me this way."
3734,No-no-no-no-no!
3735,Okay. 
3736,"So you're just, kinda rubbing it on yourself?"
3737,It's nice.
3738,Yes! 
3739,"It's all very, very good.  So you wanna go uh, mix it up?"
3740,Oh come on you big faker!
3741,Well that was before all the vaporizing action.
3742,Okay! 
3743, What are you doing here?
3744,We got some Vap-O-Rub in some places. 
3745,He's taking off her coat! 
3746,I'm good.
3747, Is that a swing?
3748,Yuck!
3749,That was like 5 years ago.
3750,Joey...
3751," Well see now that I can see crying over, but Bambi is a cartoon!"
3752,Yes it was very sad when the guy stopped drawing the deer!
3753,I'm not macho.
3754,"No, I guess I just never really cried. Y'know? I'm not a crying kind of guy."
3755,"I'd be sad sure, but I wouldn't cry."
3756,"Cry?! I just found a talking puppy, I'm rich!"
3757,"Oh, that's Parent's Day, first grade. That's me with the janitor Martin."
3758,Oh they didn't want to come!
3759,"No! Look, I don't cry! It's not a big deal! Okay?!"
3760,You didn't get more movies that are gonna have us reaching for the tissues all night did you? 
3761,Phoebe Buffay in
3762,"Hey, I had a terrible childhood and I don't do porn."
3763,Her ankle is what you're watching?
3764,She's just doing her job!
3765,Hey! 
3766,There's no back to this couch!
3767,"Yeah I know, but I figured a shot y'know? Maybe one of those stories would make me cry and then you wouldn't think I was y'know, all dead inside."
3768,Oh that makes me feel so warm in my hollow tin chest.
3769,"No, I mean, come on, seriously think about it, we get married, we're up at the altar and I'm like this. "
3770,Yeah?
3771,"Okay, well I won't uh, worry about this anymore then."
3772,"Aww, I love you so..."
3773,What?!
3774,So you didn't mean any of that?!
3775,Hey.
3776, Maybe we should give them some privacy.
3777, I just don't see why those two can't work things out! Ending Credits ?
3778,Maybe the problem was you were pronouncing it kara-tay.
3779,Sure I would!
3780,"What, you guys really think that I'm that shallow?"
3781,"What if I had had the guts to quit my job? I'd probably be writing for the New Yorker, getting paid to be funny. But my job's fun too! I mean tomorrow, I-I don't have to wear a tie."
3782, Hey.
3783,"Oh I just got another rejection letter. They said my writing was funny, just not ""Archie Comic funny."" Monica's"
3784,Was his question what's more boring than him?
3785,"Hey, I may have no money, but I still have my pride."
3786,Ehh.
3787,I could use the money; it could give me time to write.
3788,Okay!
3789,All right! 
3790,Hey.
3791,Well it's kinda hard to be friends with Drake because of his busy schedule and the fact that he's not real.
3792,"Uh-oh, it's my boss!"
3793, Drop off my dry cleaning. Pick up my vitamins. Teach me how to spell vitamins. Wear in my new jeans.
3794,What?
3795,But the Kit-Kats are all right?!
3796,"Phoebe, are you having a heart attack?!"
3797,"I always thought having a heart attack was nature's way of telling you to die!  But you're not gonna die. I mean, you are going to die, but you're not gonna die today. I wish I was dead."
3798,"Oh just great. He beeps me now with codes. One is, ""Bring me food."" Two is, ""I'm with a girl, bring us food."" Three is, ""I'm lost and I can't find food."""
3799," Here you go Joe, here's the freshly squeezed orange juice you asked for. "
3800,Yeah?
3801,"I'm sorry, I guess I just like the pulp."
3802,"Okay, anything for you sir?"
3803,It's not all juice! 
3804,Who sold a story to Archie Comics?!
3805,Aww.
3806,You wanna share it?
3807,What's this?
3808,"Aww, thanks man. "
3809,"Oh you wouldn't uh, care. It's just a stupid comic book story."
3810,"Well uh, Archie needs money to fix his jalopy , uh but he doesn't want Reggie to just give him the money. So Reggie hires him as his assist-as his butler. And then makes him do all these crazy things like bring him milkshakes that can't have lumps in them."
3811,"No, the doctors say it may kill her."
3812, But I think we should tell her.
3813,"Listen Phoebe, he's right. People are not supposed to have heart attacks at 31."
3814,"Uh, what about y'know the massage thing? That never gave you a heart attack."
3815,I'm sorry you're here with me instead of Roger.
3816,"Well, I could make it seem like he's here.  ""Here's some little known facts about cous-cous. They didn't add the second cous until 1979."" "
3817,Okay.
3818,What was tonight?
3819,Okay.  What was tonight?
3820,With Roger?  Not just with Roger?!  Oh my God!
3821,Four different women! I've had sex way more times!
3822,Nine.
3823,"Well good, good for you. You really think that Roger is the perfect guy?"
3824,Hey that's what I tell girls about me.
3825,No you are not! You are sweet and wonderful and this is gonna happen for you.
3826,Okay. 
3827,So was I.
3828,We can't do this.
3829,"Yeah!  If-if-if we did do this there would be a lot of pressure on me, y'know? Because you've been waiting a very long time and I wouldn't want to disappoint you."
3830,I do like that.
3831,"Well, if it helps there were only three. So it would just be for tonight, right?"
3832,Stop it! We're doing this! Let's do it!
3833,Okay! 
3834,I have some moves.
3835,"Yeah, let's just forget it."
3836,Okay! 
3837,Oh yeah.
3838, Yeah?
3839,Oh my God!
3840,"Oh, okay! "
3841,Hey!
3842,Let me tell you about this chick I scored with last night! Oh no wait a minute that was you!
3843,"So you uh, want to do something tonight?"
3844,"Oh. Oh right! Right! Because you're still seeing him and uh, he's a good guy. I mean, I remember a time when... "
3845,"Yeah! Totally! Totally, and you?"
3846,I bet he can.
3847,"Oh yeah! Yeah! Don't worry about me, I'll be fine! "
3848, Okay to come in?
3849,"Yeah I know, guess who beeped him?"
3850,I'm the ruptured spleen. 
3851,Because you shouldn't be with him.  You should be with me.
3852,"Yeah! When you were talking about Roger, that was killing me! Look, things like last night they don't just happen. Y'know? Or at least not to me. Or with the other two women, in the morning y'know I was just lying there and I couldn't wait to just go hang out with my friends, but with you I always y'know with a friend."
3853,"I know you probably don't want to go out with me, y'know because I make too many jokes and I've never been in a serious relationship and I guess I'm not technically a ""doctor..."" "
3854,"No, there were two."
3855,Oh yeah. Ending Credits ?
3856,Yeah.
3857,Twenty percent is a pretty generous tip Joe.
3858,I see where you're goin'!
3859," Ah, finally an explanation."
3860,"Hey-hey, is Monica here?"
3861,"Okay, look I need your help, I don't know what to get her for Valentine's Day."
3862, She was working on Valentine's Day so we're celebrating it tonight.
3863,"Well appealing as that does sound to her boyfriend  and her brother,  I can't do that we promised we'd make each other gifts this year."
3864,"Yeah, I thought so to until I paper mached one of my eyes shut."
3865,I made a... 
3866,Nothing!
3867,"Well, have you guys made anything that maybe I can take credit for?"
3868," This, this actually is a... "
3869,"Hey! Honey, can I ask you a question about the Valentine's Day gifts?"
3870,Do we have to make the entire thing?
3871,"Of course, of course not. I just have to uh, go over to the place where I-I made it and pick-pick it up."
3872, What?
3873,Hey.
3874,What?!
3875,"Okay, are you aware unagi  is an eel?"
3876,I can't figure out what to make Monica.
3877,I'm going crazy! Okay? Do you have any thing around here that looks homemade?
3878,"Yeah, I guess I could use that. I could say that your love sends me to the moon."
3879,"Wait a minute, I can't give this to her."
3880,"Because it says ""Captain Ross"" on the side and ""I hate Monica"" on the bottom."
3881,"Okay. Okay.  Yes honey, I made it myself.  I can't do it. I can't do it.  Oh! Oh! A mixed tape! A mixed tape!!  "
3882,"Hey! Hi! You uh, ready to exchange gifts?"
3883,"Okay, come here! Come here."
3884,"Now, it's not wrapped because I just, just finished it."
3885,But I made you a tape of what I think are all romantic songs.
3886, Maybe we'll have to listen and see!
3887,Okay!
3888,Yeah!
3889,It's a sock bunny.
3890,Not really.
3891,"I see. Y'know umm, Phoebe makes sock bunnies."
3892,"Oh, it's okay. I don't..."
3893," Well, I did put a lot of thought in the tape.  Commercial Break ?"
3894,Wow!  You are way to young to have seen that!
3895,You are totally and completely 100% forgiven.
3896,Yeah! 
3897,You have done enough!
3898,"No you don't-get it in black, not brown. "
3899,Oop! 
3900,"Well, it's like that old saying, have some sex, eat some cake.  Joey's"
3901,Who the hell is Carl?!
3902,"Y'know sometimes the good ideas are just right in front of you, aren't they?"
3903,Oh my good God.
3904,"Look, you have done enough! Okay? You have to stop this now."
3905,"Oh, the mixed tape. "
3906,No! You're the sweetest! 
3907,"I am so, so, so, so sorry!"
3908,"And I will cook anything you want in here , and do anything in there! "
3909,"Come on Monica, it's our Valentine's Day. Please? Please-please, please?"
3910,Okay.  Janice's
3911,"So, are we going in there?"
3912,"Ahh, Hotties of the Paleontology Department, there's a big selling calendar, eh?"
3913,A hot girl's at stake and all of the sudden he's Rain Man.
3914,"Oh, is that against the rules?"
3915,I see.
3916,"Oh yeah, Dana Keystone. She was in my Movement class."
3917,"Oh, I don't know man. I haven't talked to her in like ten years."
3918,"You do owe me so much. You owe me three thousand, four hundred..."
3919,"Oh okay, I'll-I'll try."
3920,"Yeah so, Tuesday?"
3921, Thank you.
3922,You just thought of that in there?
3923,What are you smiling about? What is so funny?
3924,How's your room Rach?
3925,Have you figured out what started the fire Mr. Fireman? Fireman
3926,"God, it's great to catch up! I can't believe how long it's been!"
3927, Oh that's great! Good for you.
3928,"Okay! So yeah, maybe we can get together umm...  Can you hold for one second please?  What?!"
3929," Hi! I'm back.  Yeah, that sounds great.  Okay. Well, we'll do it then.  Okay, bye-bye. "
3930,Hi.
3931, We didn't get to the audition. I'm gonna take her to coffee and then we'll do it then.
3932,"Honey, it is not a date! I haven't talked to her in ten years! You can't just call up somebody you haven't talked to in ten years and ask them for a favor. There are rules, y'know? You gotta, you got to put in some time."
3933,"No, we only went out once."
3934,Not once!
3935," Oh that's great, my friend Joey's in the movie business."
3936, My friend's name is Joey.
3937,"Yeah, I've always hated that Howie."
3938,The nerve huh?
3939,Refill?
3940, Hey.
3941,I couldn't do it.
3942,"Hey, relax I just need more time. We're going to dinner tonight."
3943,"Uh, Dana Keystone from college."
3944,"No, that was Dana Caplin. The"
3945,Great story again! The yarns that you weave! Woo-hoo-hoo!
3946,Oh no-no-no! Stay! Stay! Because you-you should you-you-you should stay!
3947,"Oh no-no-no, that's not-No-no-no!"
3948,No-no-Really?!
3949," Well, it just hurts so bad. I uh..."
3950,Well maybe there is one thing you can do.
3951,"Well, I umm, I mean this is just off the top of my head now, umm but I have this friend. This actor friend and he would kill me if he thought I was doing this umm, but umm would it be possible for him to get an audition for your movie say on Thursday?"
3952,"Well, the heart wants what it wants. I'll see you later. "
3953, Ni-hi-ice!
3954," So, you busy Thursday?"
3955,Okay. Okay.  What are you gonna do to me if you get the part?
3956,Really?
3957,No! No! No! I was so careful! 
3958,Hey!
3959,So?!
3960,It's Thursday! How was the audition?!
3961,"Well, of course I do! My good friend Joey over here. "
3962,So he has to be a male who has at least $50.
3963, Isn't she cute?  No!
3964,"So, why is she leaving? Is it a school night and she has a lot of homework to do?"
3965,"Oh, tell her good luck with that."
3966,Yeah. Do we have any Fruit Roll-Ups?
3967,Oh that's so funny because we found someone too.
3968,Why would our guy be a weirdo?
3969,A face ass?
3970,"No, our guy is just a floating head."
3971, Wait! You look? You-you massaged me.
3972,Our guy has great hair.
3973,Our guy smells incredible.
3974,Hey.
3975,"Well, you...don't look good Joe."
3976,That's still in there?!
3977,Is this a service you're providing me?
3978,Our new fridge? I don't live here anymore.
3979,Uh-huh.
3980, Okay...
3981,Just tell her the truth! Tell her you're not ready.
3982,Then you distract her with a Barbie doll.
3983,"Joey, I saw you push him!"
3984,Uh-huh.
3985,Hey!
3986,"Wait a minute, is she going for spring vacation or is she going for spring break? "
3987,"I can see it now, ""Look dad, it's the Sphinx!"" "
3988,Yeah. 
3989,Are you sure?! Because our guy smells incredible!
3990,Are you funny?
3991, Turns out he is kinda funny. Commercial Break ?
3992,"Yeah, but Sebastian? What is that? A cat's name?"
3993,"Okay, so you will meet our guys?"
3994,"Okay now it doesn't matter which one you choose, y'know? It's completely up to you. Our guy is perfect, or you can go out with the guy Phoebe deemed not good enough to go out with herself."
3995," Well, there you are! So what did Elizabeth say?"
3996,You know the hotels?
3997,"Well, maybe you don't marry this one."
3998,Good-good-good-good.
3999,Hey!
4000,"Tomorrow night is good. Tomorrow night is good, but uh, y'know what? Why put off something till tomorrow that you can do right now?  Eldad come here! "
4001,"Eldad, sit down.  Move over! Move over now!"
4002,There you go! There you are! 
4003,"Hi.  Okay, you're too late okay? Because she's already with our guy."
4004,It is the softest hair! Touch it! 
4005, Eldad is much more cooperative! And he can dance!  You dance for Rachel! 
4006,So what was it for anyway?
4007," So uh, what's this thing you're auditioning for?"
4008,That is lucky.
4009,"Now-now, why would you say that Joseph?"
4010,"? Whoa, she's pretty. "
4011,"? Oh, ok."
4012,"Oh no, it's terrific, it's- it's- y'know, you deserve this, after all your years of struggling, you've finally been able to crack your way into show business."
4013,"Oh, are we playing this?!"
4014,Hey! How'd the audition go?
4015,So it did go well.
4016,Oh that's great!
4017,Oh my God!
4018,"Oh-oh, what are you doing?"
4019,"Well, it is overdue."
4020," Yes, Fran. I know what time it is, but I'm looking at the WENUS and I'm not happy! "
4021,"Oh come on guys, it's not like I moved to Europe! I just moved across the hall! And we would have you over all the time if it weren't for  Monica's allergies.  You're right, I could never lie to you. She hates you.  Should I get that?  Hello?  Uh no, Joey's not here right now. Can I take a message?  Yeah, okay so the audition has been moved from"
4022, Am I naked again?!
4023,"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?"
4024,"Oh right, your allergies.  All her, she hates you. "
4025,As crazy as soccer? 
4026,You mean you didn't get it from this?
4027,"Well, maybe we can fix it y'know? Maybe we can send him some-some big-big flowers and scare him!"
4028,"I messed up. Okay? I'm sorry, I really messed up."
4029,"Which I bought for ya. Taught ya how to use it. You thought it was a copier. Look, if there was anything I could do, I would do it. Okay? But everybody's allowed one mistake, right? "
4030,"? You know he coulda gotten me a VCR, he coulda gotten me a set of golf clubs, but no, he has to get me the woman repeller!? The eyesore from the Liberace house of crap!"
4031,"? Oh, yeah, easy for you to say, you don't have to walk around sporting some reject from the Mr. T collection. "
4032,"? I pity the fool who puts on my jewelry, I do, I do. I pity the fool that. . .  Hi! "
4033,"? Yeah, I mean when you were late last night, Kathy and I got to talking, and one thing to another and..."
4034,? No! No! No! I just kissed her.
4035,? How is that worse?!
4036,"? You're right, I have no excuses! I was totally over the line."
4037,"Look, I'm not saying that you should magically forgive me! But you're not perfect! You've made some errors in judgment too!"
4038, What happened?!!
4039,? What the hell happened?!! How were you locked in?!! And where the hell is all of our stuff?!!
4040,? So--You got in voluntarily?!
4041,? BEND OVER?!!! 
4042,"Ok, now, remember, no trading. You get the pretty one, I get the mess."
4043,...And what did you bring?
4044,Janice? 
4045,Janice?!
4046,Joey's tailor...took advantage of me.
4047,"Oh come on!? He said he was going to do my inseam, and he ran his hand up my leg, and then, there was definite..."
4048,Cupping.
4049,I can't believe I did this! What an idiot!
4050,Do you think he'll ever forgive me?
4051,Y'know what? I-I kinda have.
4052,"You didn't see how mad he was, y'know?"
4053, I KNEW IT!!!! 
4054,Oh my God!?
4055,"Joey? Got you a Joey Special, two pizzas! Joe?   Hello?  Damnit!  Hello?  No, Joey's not here right now, but I can take a message I think.  He's still got a chance for the part?! Oh, that's great news!  Well no obviously not for the actor who was mauled by his dog.  Oh well, that's great. I will give Joey the message. Thank you!  Yes!  Okay, Mac audition at"
4056,Please tell me you got the message!
4057,"The actor playing Mac couldn't do it, they needed to see you at 2 o'clock."
4058,"Du-du-I wrote it, I wrote it on the board! I wrote it on the board, then I went all over New York City looking for ya! I went to Ross's! I went to the coffeehouse! I went to any place that they made sandwiches!"
4059,Sorry! I-I-I don't know what to say.
4060, Is that supposed to be funny! I was really worried over here!
4061,"Y'know, sometimes that fake out thing is just mean!"
4062,Well that's good. Because you didn't! And I'm incredibly happy for ya!!
4063,"Oh, we could do this all day."
4064,You are gonna be a huge star! I'm gonna hug ya!
4065,All right!  
4066,"I think so. Yeah, get off me."
4067,Okay.
4068," Oh, well thank you in advance. "
4069,Hey!!
4070,Oh that's right. It's your first day! So are you psyched to fight fake crime with your robot sidekick?
4071,Are you judging them by their covers? Because you're really not supposed to do that.
4072,Hey!
4073,"Wait a minute, hold the phone! You're not Elizabeth's dad?!"
4074,Ross!
4075,There's a Mr. Bing!
4076,"But uh Ross, Ross is a great guy! I was roommates with him in college. Uh, funny story...  You're roommate in college died didn't he?"
4077,"Yes, we were just... "
4078,"Hey honey, you got the kind with the little girl, you said we were gonna to get the kind with the baby."
4079,"No, the little girl creeps me out."
4080,Why would the baby creep me out?
4081,This is going in your book?
4082,Hey!
4083,"Damn those robots, they're supposed to be our faithful servants!"
4084,"So do you think uh, Joey's more charming than me?"
4085,"Yeah, you wish. "
4086,Who?
4087,Hmm.
4088,Oh.
4089,Oh-oh.
4090,We said seven!
4091,"The only way that I said six would be if the seven's, let meet at seven, not at six."
4092,Oh my good God.
4093,What?!
4094, What does it say?!
4095,"Thank you for writing your book. Its-its uh, great book and you are the queen of everything."
4096, I told you I should not wear this color. 
4097,So you knew we were gonna miss the movie!
4098,Oh I'm so sorry man! Is there anything I can do?
4099,"Hi, how are ya?"
4100, The reason he just said.
4101,"Yeah, I've been there my friend."
4102,Hey!
4103,I'll give up my ticket.
4104,And I think Ross is generous too.
4105,Hey!
4106,Ross.
4107," You've reached Monica and Chandler's, if you're listening to this message, we're probably screening.  Yeah we are. The Museum"
4108," This is Chandler Bing! This is Chandler Bing!  Yes, the groom-No! Not the groom!! Commercial Break ?"
4109, See you later. 
4110, Well next time ask! Or at least wait for me to ask!   The Museum
4111, This is Chandler Bing! This is Chandler Bing! 
4112,"I'm not freaking out. Why would I be freaking out? A woman named Heldi called and said we were getting married, but that happens everyday. "
4113,Right here! 
4114,"Phoebe and Rachel! So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!"
4115,Okay.
4116,"Yes, if it really doesn't mean anything, because you know that I'm just not ready..."
4117,Okay. 
4118,Totally.
4119,"Yeah, it's beautiful."
4120,I know.  Ending Credits ?
4121,"Pheebs, can you help me pick out an engagement ring for Monica? I can't figure this out! It's so hard! Should I get her a  Tiffany cut or a Princess cut or a-ah-ah! Paper cut!"
4122,"No, I don't want to tell anybody else because I don't want Monica to find out."
4123,"Well, it's because I trust you, you're one of my best friends, and you walked in on me when I was looking at ring brochures."
4124,Me too. 
4125,Hey.
4126,Oh all right.
4127,"Oh well, we don't because we got...the...other pl-place. "
4128,Nothin! This is the nine millionth ring store we've been too and I can't find the perfect ring!  Ugly ring! Ugly ring! Ugly ring!  It's a beautiful selection. 
4129,"Y'know, I'm so glad I picked you to help me with this."
4130,"Yeah, I'm gonna stick with the ring.  Oh, this one's nice!  I like this one! Sir? Uh, kind sir? Can I see this one?"
4131,"Uh-uh, yes. I would like to see that ring please."
4132,"Sir, can I ask you to umm, could you...hold out that ring and ask me to marry you? Male"
4133," Oh my God that's it, that's the ring! How much is it?"
4134,"Yes! Yes, but I can only pay $8,000. Male"
4135,"Uh, credit card.  Oh no! No-no, but I left my credit card with Joey.  Okay, I'll go get it. You guard the ring."
4136,No. How are ya Paul? 
4137,"No, did he hug you?!"
4138,"Well, you can see my dad in Vegas kissing other dads."
4139,Yeah?
4140,I'm a little busy here Paul.
4141,"Okay, a quick one. Come on hug it out.  Oh hey! There you go.  Okay. "
4142,Okay! 
4143,Do you have my credit card?
4144,Thank God! 
4145,"Oh, I can't go."
4146,"Oh, that's uh, that's pretty nice but I'm gonna go with the one I picked first."
4147,What?
4148,They put you in jail?
4149,"Phoebe, I asked you to guard the ring!"
4150,Yeah but when he proposed to me with the ring I got goose bumps.
4151,It was the ring!
4152,I can't believe I let you talk me into buying this stupid gumball machine looking ring!
4153,"No, it's not! When I looked at the other ring I could see Monica's face when I gave it to her, y'know? And I could see her saying yes. When I look at this ring, all I see is a ring! Unless I look at it really closely and then I can see my own eye.  Look, this is the most important thing I'm gonna do in my life. I wanna make sure it's perfect."
4154,I can't do that.
4155,Okay and he hasn't proposed yet because she has no ring on her finger.
4156,"Yeah! Okay, go, go, go get him."
4157," Hi! Hi. Okay, there was a slight mix-up at the jewelry store, the ring you're about to propose with was supposed to be held for me. So, I'm gonna need to have that back.  But, in exchange I'm willing to trade you this beautiful, more expensive ring.  Ew."
4158,No-no! This is my fiancee  and her heart was set on that ring. You don't want to break her heart now do you?
4159,"Yeah, she's dying... Of a cough apparently."
4160," Okay, that's enough honey!"
4161,"Great! Okay, here. "
4162,Thank you. Thank you. Thank you!  And you are about to marry a wonderful man!  Hey! I'm marrying a dead woman!
4163,Guys?  I've got something important to tell ya.  Guys?  Guys?!  I'm gonna ask Monica to marry me.
4164,"Yeah, check out the ring. "
4165,"Yep, pretty much."
4166, Heyyyy-What?
4167,"Okay!  I was gonna wait 'til uh, it was official y'know? But I got so excited I just had to tell you guys because you're my best friends."
4168,I'm gonna ask Monica to marry me.
4169,I know.
4170,Check out the ring.
4171,"Okay, well tonight's the big night."
4172,"It is going to be perfect. I am taking her to her favorite restaurant. I'm going to get her a bottle of the champagne that she really loves; therefore knows how expensive it is. Then when the glasses are full, instead of proposing a toast I'm just gonna propose."
4173,Yeah.
4174,I'm not gonna mess it up.
4175,She's not gonna say no.
4176,Hey!
4177, Give me it!
4178,Phoebe! 
4179, Hi Monica. 
4180,Hey!
4181," Well, Monica and Chandler can't go. We're going to dinner remember?!"
4182,I just get mad when Rachel doesn't remember where we're going.
4183,"Well, you could also give back the money you owe me."
4184,"Oh, so you're already doing your part for the kids."
4185,"Wait a minute, all jokes aside? I didn't agree to that!"
4186,"Will you marry me? Will you marry me?  Hey, you marry me!  What's going on little elves?"
4187,"Yeah, right here in my pocket.  Pheebs?"
4188,"Okay, now will you guys get out of here? I want this is to be a surprise and she's gonna know."
4189, You are beautiful.
4190," One nation, under God. Indivisible with liberty and justice for all.  I remembered it.  The champagne is here. "
4191,Yes! Yes! I'm good! Are you good? Are you good? Is everything-are you-are you perrr-perfect?!
4192,"Oh, yeah.  Uh, no you can't have my jacket! Because then I would be cold! If you thought that you were going to be cold, you should've brought your own jacket. But uh, other than that, are you okay? Are you okay?"
4193,"Yes! I'm fine. In fact I've been fine for a long time now and I think, the reason is you."
4194,"Okay umm, before I meant you I had really little life and I couldn't imagine growing old with... "
4195," I know, but just let me say it."
4196,"What?! I'm Chandler!  Oh, that's Richard!"
4197,"Hey-hey, hey!  I don't know why I did that!"
4198," And uh, you don't have a mustache which is good.  I'm Chandler; I make jokes when I'm uncomfortable. Richard's"
4199,Hi.
4200,"Richard! No one supposed to know about us!  See I, did it again."
4201,"Yeah, I'll sit down. "
4202,Yes. 
4203,"I got a good one, I got a good one! I once walked in on both my parents making love to the same guy. "
4204,What?! 
4205," Before you say anything, have we got a story for you! Guess who we bumped into at dinner!"
4206,Richard!
4207,Oh you knew that. Good!
4208,For camp!
4209,"Hey, you have to forget about Elizabeth. I mean if you're not careful you may not get married at all this year!"
4210, What did you guys just do?!
4211,Richard was there so I couldn't do it!
4212,"I'm gonna do it tomorrow y'know, and-and surprise her, but now you've ruined it!"
4213,Who walks into a room and asks to see a person's hands?!
4214,This is terrible. What am I going to do?
4215,"That's right, I can throw her off. I can make her think marriage is the last thing on my mind."
